ID,Name,Species,Age,Category
CVCL_2514,HRT-18,Homo sapiens,67Y,Cancer cell line
CVCL_0707,Hs 255.T,Homo sapiens,46Y,Cancer cell line
CVCL_0331,Hs 294T,Homo sapiens,56Y,Cancer cell line
CVCL_0735,Hs 38.T,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0332,Hs 578T,Homo sapiens,74Y,Cancer cell line
CVCL_0811,Hs 588.T,Homo sapiens,29Y,Cancer cell line
CVCL_0836,Hs 675.T,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0844,Hs 683,Homo sapiens,76Y,Cancer cell line
CVCL_0851,Hs 695T,Homo sapiens,26Y,Cancer cell line
CVCL_0871,Hs 729.T,Homo sapiens,74Y,Cancer cell line
CVCL_0333,Hs 746.T,Homo sapiens,74Y,Cancer cell line
CVCL_0334,Hs 766T,Homo sapiens,64Y,Cancer cell line
CVCL_0936,Hs 832(C).T,Homo sapiens,Age unspecified,Finite cell line
CVCL_0941,Hs 839.T,Homo sapiens,42Y,Cancer cell line
CVCL_0950,Hs 852.T,Homo sapiens,53Y,Cancer cell line
CVCL_0993,Hs 895.T,Homo sapiens,48Y,Cancer cell line
CVCL_8716,HS-Os-1,Homo sapiens,11Y,Cancer cell line
CVCL_5978,HS1-CLS,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2807,HSC-1,Homo sapiens,75Y,Cancer cell line
CVCL_1288,HSC-3,Homo sapiens,64Y,Cancer cell line
CVCL_0314,HSC-5 [Human skin squamous cell carcinoma],Homo sapiens,75Y,Cancer cell line
CVCL_1290,HT,Homo sapiens,70Y,Cancer cell line
CVCL_0317,HT-1080,Homo sapiens,35Y,Cancer cell line
CVCL_1291,HT-1197,Homo sapiens,44Y,Cancer cell line
CVCL_1292,HT-1376,Homo sapiens,58Y,Cancer cell line
CVCL_0320,HT-29,Homo sapiens,44Y,Cancer cell line
CVCL_1293,HT-3,Homo sapiens,58Y,Cancer cell line
CVCL_1294,HT-55,Homo sapiens,,Cancer cell line
CVCL_2520,HT115,Homo sapiens,,Cancer cell line
CVCL_UD78,HT144A,Homo sapiens,2M,Induced pluripotent stem cell
CVCL_UD79,HT144B,Homo sapiens,2M,Induced pluripotent stem cell
CVCL_UD80,HT149B,Homo sapiens,4M,Induced pluripotent stem cell
CVCL_UD81,HT149E,Homo sapiens,4M,Induced pluripotent stem cell
CVCL_2521,HT29/219,Homo sapiens,44Y,Cancer cell line
CVCL_1295,HTC-C3,Homo sapiens,44Y,Cancer cell line
CVCL_AQ44,hTCEpi,Homo sapiens,,Telomerase immortalized cell line
CVCL_UI71,hTERT NF1 ipNF05.5,Homo sapiens,22Y,Telomerase immortalized cell line
CVCL_UI72,hTERT NF1 ipNF05.5 mixed clones,Homo sapiens,22Y,Telomerase immortalized cell line
CVCL_UI67,hTERT NF1 ipNF95.11b C,Homo sapiens,19Y,Telomerase immortalized cell line
CVCL_UI70,hTERT NF1 ipNF95.6,Homo sapiens,6Y,Telomerase immortalized cell line
CVCL_UI69,hTERT NF1 ipnNF95.11c,Homo sapiens,32Y,Telomerase immortalized cell line
CVCL_UI64,hTERT SC ipn02.3 2lambda,Homo sapiens,,Telomerase immortalized cell line
CVCL_4388,hTERT-RPE1,Homo sapiens,1Y,Telomerase immortalized cell line
CVCL_A427,HTh104,Homo sapiens,72Y,Cancer cell line
CVCL_6289,HTh7,Homo sapiens,74Y,Cancer cell line
CVCL_0046,HTh83,Homo sapiens,66Y,Cancer cell line
CVCL_0324,HuCC-T1,Homo sapiens,56Y,Cancer cell line
CVCL_B139,HUES 1,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B140,HUES 10,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B141,HUES 11,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B142,HUES 12,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B144,HUES 14,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B145,HUES 15,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B146,HUES 16,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B147,HUES 17,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B148,HUES 18,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B149,HUES 19,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B150,HUES 2,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B151,HUES 20,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B152,HUES 21,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B153,HUES 22,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B154,HUES 23,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B155,HUES 24,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B157,HUES 26,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B158,HUES 27,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B159,HUES 28,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B160,HUES 29,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B161,HUES 3,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B162,HUES 30,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B163,HUES 31,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B164,HUES 32,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B165,HUES 33,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B166,HUES 34,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B167,HUES 35,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B168,HUES 36,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B169,HUES 37,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B170,HUES 38,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B171,HUES 39,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B172,HUES 4,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B173,HUES 40,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B174,HUES 41,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B175,HUES 42,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B177,HUES 44,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B178,HUES 45,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B179,HUES 46,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B180,HUES 47,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B181,HUES 48,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B182,HUES 49,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B183,HUES 5,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B184,HUES 50,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B185,HUES 51,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B187,HUES 53,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B190,HUES 56,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B191,HUES 57,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B192,HUES 58,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B193,HUES 59,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B194,HUES 6,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B196,HUES 61,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B197,HUES 62,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B201,HUES 66,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B205,HUES 7,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_B207,HUES 8,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_0057,HUES 9,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VR10,HUES8 iCas9,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_2956,HuH-1,Homo sapiens,53Y,Cancer cell line
CVCL_2955,HuH-28,Homo sapiens,37Y,Cancer cell line
CVCL_0336,Huh-7,Homo sapiens,57Y,Cancer cell line
CVCL_2958,HuO9N2,Homo sapiens,13Y,Cancer cell line
CVCL_1299,HuP-T3,Homo sapiens,66Y,Cancer cell line
CVCL_1300,HuP-T4,Homo sapiens,60Y,Cancer cell line
CVCL_RV22,HUSTi001-A,Homo sapiens,40Y,Induced pluripotent stem cell
CVCL_3526,HuT 102,Homo sapiens,28Y,Cancer cell line
CVCL_0337,HuT 78,Homo sapiens,53Y,Cancer cell line
CVCL_1301,HuTu 80,Homo sapiens,53Y,Cancer cell line
CVCL_2959,HUVEC-C,Homo sapiens,Age unspecified,Finite cell line
CVCL_WL67,HXEX-ALL1,Homo sapiens,6Y,Cancer cell line
CVCL_3724,I 2.1,Homo sapiens,14Y,Cancer cell line
CVCL_LJ95,IBMS-iPSC-012-12,Homo sapiens,35Y,Induced pluripotent stem cell
CVCL_QY05,IBMS-iPSC-013-06,Homo sapiens,37Y,Induced pluripotent stem cell
CVCL_QY07,IBMS-iPSC-014-05,Homo sapiens,63Y,Induced pluripotent stem cell
CVCL_QY27,IBMS-iPSC-018-09,Homo sapiens,44Y,Induced pluripotent stem cell
CVCL_QY06,IBMS-iPSC-019-11,Homo sapiens,67Y,Induced pluripotent stem cell
CVCL_QY28,IBMS-iPSC-020-01,Homo sapiens,53Y,Induced pluripotent stem cell
CVCL_QY31,IBMS-iPSC-030-06,Homo sapiens,39Y,Induced pluripotent stem cell
CVCL_QY32,IBMS-iPSC-031-05,Homo sapiens,40Y,Induced pluripotent stem cell
CVCL_QY33,IBMS-iPSC-033-02,Homo sapiens,16Y,Induced pluripotent stem cell
CVCL_UK19,IBMS-iPSC-042-01,Homo sapiens,59Y,Induced pluripotent stem cell
CVCL_1303,IGR-1,Homo sapiens,42Y,Cancer cell line
CVCL_2075,IGR-37,Homo sapiens,26Y,Cancer cell line
CVCL_A018,IGR-CaP1,Homo sapiens,58Y,Cancer cell line
CVCL_IR45,IGR-CaP1-R100,Homo sapiens,58Y,Cancer cell line
CVCL_1304,IGROV-1,Homo sapiens,47Y,Cancer cell line
CVCL_2960,IHH-4,Homo sapiens,75Y,Cancer cell line
CVCL_VD72,IITi001-A,Homo sapiens,13Y,Induced pluripotent stem cell
CVCL_2961,IM95,Homo sapiens,63Y,Cancer cell line
CVCL_2962,IM95m,Homo sapiens,63Y,Cancer cell line
CVCL_0346,IMR-32,Homo sapiens,1Y1M,Cancer cell line
CVCL_0347,IMR-90,Homo sapiens,16FW,Finite cell line
CVCL_VE06,IOZe002-A,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_1307,IPC-298,Homo sapiens,64Y,Cancer cell line
CVCL_B531,IPS-1,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_B533,IPS-2,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_B536,IPS-5,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_B537,IPS-7,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_DP83,iPS-DP31 3f-2,Homo sapiens,14Y,Induced pluripotent stem cell
CVCL_DP85,iPS-DP31 4f-3,Homo sapiens,14Y,Induced pluripotent stem cell
CVCL_DP78,iPS-DP75 3f-2,Homo sapiens,24Y,Induced pluripotent stem cell
CVCL_DP79,iPS-DP75 4f-1,Homo sapiens,24Y,Induced pluripotent stem cell
CVCL_V182,iPSC-CGD1.2,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_V183,iPSC-CGD2,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_V184,iPSC-CGD3,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_UM98,iPSC-HDFs-clone 30,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_D086,iPSC1,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_VJ27,iPSK3,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_2529,Ishikawa,Homo sapiens,39Y,Cancer cell line
CVCL_W435,Ishikawa 3-H-4,Homo sapiens,39Y,Cancer cell line
CVCL_A627,Isreco-1,Homo sapiens,,Cancer cell line
CVCL_A629,Isreco-3,Homo sapiens,,Cancer cell line
CVCL_0359,J82,Homo sapiens,58Y,Cancer cell line
CVCL_0360,JAR,Homo sapiens,Fetus,Cancer cell line
CVCL_0363,JEG-3,Homo sapiens,Fetus,Cancer cell line
CVCL_6922,JEG-3/VP16,Homo sapiens,Fetus,Cancer cell line
CVCL_6923,JEG-3/VP16-IL-2,Homo sapiens,Fetus,Cancer cell line
CVCL_1865,JeKo-1,Homo sapiens,78Y,Cancer cell line
CVCL_RP37,JEM493,Homo sapiens,75Y,Cancer cell line
CVCL_4418,JFCF-6,Homo sapiens,,Finite cell line
CVCL_4419,JFCF-6/T.1D,Homo sapiens,,Transformed cell line
CVCL_4420,JFCF-6/T.1J/1.3C,Homo sapiens,,Transformed cell line
CVCL_4427,JFCF-6/T.1Q,Homo sapiens,,Transformed cell line
CVCL_X151,JFEN,Homo sapiens,22Y,Cancer cell line
CVCL_8098,JH-EsoAd1,Homo sapiens,,Cancer cell line
CVCL_L154,JHC7,Homo sapiens,61Y,Cancer cell line
CVCL_2786,JHH-2,Homo sapiens,56Y,Cancer cell line
CVCL_2787,JHH-4,Homo sapiens,51Y,Cancer cell line
CVCL_0364,JHH-5,Homo sapiens,50Y,Cancer cell line
CVCL_2788,JHH-6,Homo sapiens,57Y,Cancer cell line
CVCL_2805,JHH-7,Homo sapiens,53Y,Cancer cell line
CVCL_2077,JIMT-1,Homo sapiens,62Y,Cancer cell line
CVCL_1317,Jiyoye,Homo sapiens,7Y,Cancer cell line
CVCL_D605,JJ012,Homo sapiens,39Y,Cancer cell line
CVCL_2078,JJN-3,Homo sapiens,57Y,Cancer cell line
CVCL_2080,JL-1,Homo sapiens,54Y,Cancer cell line
CVCL_HA40,JMA,Homo sapiens,46Y,Finite cell line
CVCL_2536,JU77,Homo sapiens,62Y,Cancer cell line
CVCL_0065,Jurkat,Homo sapiens,14Y,Cancer cell line
CVCL_0367,Jurkat E6.1,Homo sapiens,14Y,Cancer cell line
CVCL_6925,Jurkat-77,Homo sapiens,14Y,Cancer cell line
CVCL_HF44,Jurkat-FADD-/-,Homo sapiens,14Y,Cancer cell line
CVCL_0004,K-562,Homo sapiens,53Y,Cancer cell line
CVCL_2537,K1,Homo sapiens,58Y,Cancer cell line
CVCL_6308,K2 [Human thyroid carcinoma],Homo sapiens,58Y,Cancer cell line
CVCL_1323,KALS-1,Homo sapiens,74Y,Cancer cell line
CVCL_1821,Karpas-1106P,Homo sapiens,23Y,Cancer cell line
CVCL_1324,Karpas-299,Homo sapiens,25Y,Cancer cell line
CVCL_1325,Karpas-422,Homo sapiens,73Y,Cancer cell line
CVCL_1823,Karpas-620,Homo sapiens,77Y,Cancer cell line
CVCL_0010,Karpas-707,Homo sapiens,53Y,Cancer cell line
CVCL_0589,Kasumi-1,Homo sapiens,7Y,Cancer cell line
CVCL_6303,KAT-18,Homo sapiens,,Cancer cell line
CVCL_6304,KAT-4,Homo sapiens,44Y,Cancer cell line
CVCL_0371,KATO III,Homo sapiens,57Y,Cancer cell line
CVCL_A426,KBM-7,Homo sapiens,40Y,Cancer cell line
CVCL_7961,KCC-L871,Homo sapiens,,Cancer cell line
CVCL_7962,KCC-M871,Homo sapiens,,Cancer cell line
CVCL_7964,KCC-T871,Homo sapiens,56Y,Cancer cell line
CVCL_7965,KCC-T873,Homo sapiens,,Cancer cell line
CVCL_7967,KCC-TCM902,Homo sapiens,,Cancer cell line
CVCL_7968,KCC-TCM903,Homo sapiens,,Cancer cell line
CVCL_3385,KE-39,Homo sapiens,77Y,Cancer cell line
CVCL_3386,KE-97,Homo sapiens,,Transformed cell line
CVCL_2092,Kelly,Homo sapiens,1Y,Cancer cell line
CVCL_0374,KG-1,Homo sapiens,59Y,Cancer cell line
CVCL_1824,KG-1a,Homo sapiens,59Y,Cancer cell line
CVCL_2972,KHM-1B,Homo sapiens,53Y,Cancer cell line
CVCL_2974,KHM-3S,Homo sapiens,58Y,Cancer cell line
CVCL_2975,KHM-5M,Homo sapiens,65Y,Cancer cell line
CVCL_2544,KHOS-240S,Homo sapiens,13Y,Cancer cell line
CVCL_2545,KHOS-312H,Homo sapiens,13Y,Cancer cell line
CVCL_2546,KHOS/NP,Homo sapiens,13Y,Cancer cell line
CVCL_1328,KINGS-1,Homo sapiens,67Y,Cancer cell line
CVCL_VE24,KITi001-A,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_VE25,KITi001-A-35,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_1329,KLE,Homo sapiens,68Y,Cancer cell line
CVCL_5146,KLM-1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1331,KM12,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6836,KMB-17,Homo sapiens,4FW,Finite cell line
CVCL_S641,KMH-2,Homo sapiens,71Y,Cancer cell line
CVCL_2981,KMM-1,Homo sapiens,62Y,Cancer cell line
CVCL_2983,KMRC-1,Homo sapiens,Adult,Cancer cell line
CVCL_2984,KMRC-2,Homo sapiens,Adult,Cancer cell line
CVCL_2986,KMRC-20,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2988,KMRM-M1,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2989,KMS-11,Homo sapiens,67Y,Cancer cell line
CVCL_1334,KMS-12-BM,Homo sapiens,64Y,Cancer cell line
CVCL_1333,KMS-12-PE,Homo sapiens,64Y,Cancer cell line
CVCL_2991,KMS-21-BM,Homo sapiens,Age unspecified,Undefined cell line type
CVCL_2992,KMS-26,Homo sapiens,50Y,Cancer cell line
CVCL_2993,KMS-27,Homo sapiens,52Y,Cancer cell line
CVCL_2994,KMS-28BM,Homo sapiens,77Y,Cancer cell line
CVCL_2996,KMS-34,Homo sapiens,60Y,Cancer cell line
CVCL_2798,KNS-60,Homo sapiens,55Y,Cancer cell line
CVCL_2799,KNS-81,Homo sapiens,65Y,Cancer cell line
CVCL_3004,KP-2,Homo sapiens,65Y,Cancer cell line
CVCL_3005,KP-3,Homo sapiens,75Y,Cancer cell line
CVCL_3006,KP-3L,Homo sapiens,75Y,Cancer cell line
CVCL_1338,KP-4,Homo sapiens,50Y,Cancer cell line
CVCL_1339,KP-N-RT-BM-1,Homo sapiens,1Y2M,Cancer cell line
CVCL_1341,KP-N-YN,Homo sapiens,2Y,Cancer cell line
CVCL_5310,KPL-4,Homo sapiens,52Y,Cancer cell line
CVCL_IT62,KSCBi001-A,Homo sapiens,38Y,Induced pluripotent stem cell
CVCL_IT63,KSCBi002-A,Homo sapiens,Adult,Induced pluripotent stem cell
CVCL_IT64,KSCBi002-B,Homo sapiens,Adult,Induced pluripotent stem cell
CVCL_IT65,KSCBi002-B-1,Homo sapiens,Adult,Induced pluripotent stem cell
CVCL_6300,KTC-1,Homo sapiens,68Y,Cancer cell line
CVCL_6476,KTC-2,Homo sapiens,70Y,Cancer cell line
CVCL_5883,KTCTL-120,Homo sapiens,63Y,Cancer cell line
CVCL_5885,KTCTL-129,Homo sapiens,59Y,Cancer cell line
CVCL_5870,KTCTL-13,Homo sapiens,57Y,Cancer cell line
CVCL_5869,KTCTL-135,Homo sapiens,63Y,Cancer cell line
CVCL_5879,KTCTL-140,Homo sapiens,65Y,Cancer cell line
CVCL_5875,KTCTL-185,Homo sapiens,56Y,Cancer cell line
CVCL_5880,KTCTL-195,Homo sapiens,46Y,Cancer cell line
CVCL_5884,KTCTL-1M,Homo sapiens,63Y,Cancer cell line
CVCL_5868,KTCTL-21,Homo sapiens,49Y,Cancer cell line
CVCL_5872,KTCTL-26,Homo sapiens,69Y,Cancer cell line
CVCL_5873,KTCTL-26A,Homo sapiens,77Y,Cancer cell line
CVCL_5877,KTCTL-48,Homo sapiens,63Y,Cancer cell line
CVCL_5882,KTCTL-53,Homo sapiens,59Y,Cancer cell line
CVCL_5886,KTCTL-54,Homo sapiens,61Y,Cancer cell line
CVCL_5888,KTCTL-87,Homo sapiens,75Y,Cancer cell line
CVCL_0379,Ku812,Homo sapiens,38Y,Cancer cell line
CVCL_QX60,KUCFRi001-A,Homo sapiens,36Y,Induced pluripotent stem cell
CVCL_QX72,KUCFRi002-A,Homo sapiens,81Y,Induced pluripotent stem cell
CVCL_1345,Kuramochi,Homo sapiens,Age unspecified,Cancer cell line
CVCL_QY98,KURNDi005-A,Homo sapiens,21Y,Induced pluripotent stem cell
CVCL_WK25,KURNDi007-A,Homo sapiens,42Y,Induced pluripotent stem cell
CVCL_1825,KYAE-1,Homo sapiens,60Y,Cancer cell line
CVCL_1347,KYSE-140,Homo sapiens,54Y,Cancer cell line
CVCL_1348,KYSE-150,Homo sapiens,49Y,Cancer cell line
CVCL_1349,KYSE-180,Homo sapiens,53Y,Cancer cell line
CVCL_1350,KYSE-270,Homo sapiens,79Y,Cancer cell line
CVCL_1351,KYSE-30,Homo sapiens,64Y,Cancer cell line
CVCL_1352,KYSE-410,Homo sapiens,51Y,Cancer cell line
CVCL_1353,KYSE-450,Homo sapiens,59Y,Cancer cell line
CVCL_1354,KYSE-510,Homo sapiens,67Y,Cancer cell line
CVCL_1355,KYSE-520,Homo sapiens,58Y,Cancer cell line
CVCL_1356,KYSE-70,Homo sapiens,77Y,Cancer cell line
CVCL_1357,L-363,Homo sapiens,36Y,Cancer cell line
CVCL_AR50,LA-350,Homo sapiens,4M,Transformed cell line
CVCL_1827,LA-N-1,Homo sapiens,2Y,Cancer cell line
CVCL_1829,LA-N-2,Homo sapiens,3Y,Cancer cell line
CVCL_0389,LA-N-5,Homo sapiens,4M,Cancer cell line
CVCL_1363,LA-N-6,Homo sapiens,6Y,Cancer cell line
CVCL_RP38,LAM136,Homo sapiens,81Y,Cancer cell line
CVCL_0388,LAMA-84,Homo sapiens,29Y,Cancer cell line
CVCL_4744,LAPC-4,Homo sapiens,,Cancer cell line
CVCL_CW03,LCL-CB-PI 49,Homo sapiens,,Transformed cell line
CVCL_9V47,LCL-PI 1,Homo sapiens,Adult,Transformed cell line
CVCL_9V60,LCL-PI 101,Homo sapiens,Adult,Transformed cell line
CVCL_9V61,LCL-PI 104,Homo sapiens,Adult,Transformed cell line
CVCL_9V62,LCL-PI 117,Homo sapiens,Adult,Transformed cell line
CVCL_9V54,LCL-PI 12,Homo sapiens,<1Y,Transformed cell line
CVCL_9V63,LCL-PI 129,Homo sapiens,Adult,Transformed cell line
CVCL_9V64,LCL-PI 133,Homo sapiens,Adult,Transformed cell line
CVCL_9V65,LCL-PI 146,Homo sapiens,Age unspecified,Transformed cell line
CVCL_9V66,LCL-PI 162,Homo sapiens,Age unspecified,Transformed cell line
CVCL_9V67,LCL-PI 170,Homo sapiens,Adult,Transformed cell line
CVCL_9V68,LCL-PI 171,Homo sapiens,Adult,Transformed cell line
CVCL_9V69,LCL-PI 179,Homo sapiens,Children,Transformed cell line
CVCL_9V70,LCL-PI 184,Homo sapiens,Adult,Transformed cell line
CVCL_CV66,LCL-PI 211,Homo sapiens,,Transformed cell line
CVCL_CV97,LCL-PI 311,Homo sapiens,,Transformed cell line
CVCL_CV99,LCL-PI 316,Homo sapiens,,Transformed cell line
CVCL_9V55,LCL-PI 33,Homo sapiens,Adult,Transformed cell line
CVCL_9V48,LCL-PI 4,Homo sapiens,Adult,Transformed cell line
CVCL_CV51,LCL-PI 54,Homo sapiens,Adult,Transformed cell line
CVCL_9V57,LCL-PI 58,Homo sapiens,Adult,Transformed cell line
CVCL_9V58,LCL-PI 65,Homo sapiens,Adult,Transformed cell line
CVCL_9V59,LCL-PI 78,Homo sapiens,Adult,Transformed cell line
CVCL_1375,LCLC-103H,Homo sapiens,61Y,Cancer cell line
CVCL_1376,LCLC-97TM1,Homo sapiens,44Y,Cancer cell line
CVCL_0B86,LH6215,Homo sapiens,Age unspecified,Cancer cell line
CVCL_3840,Li-7,Homo sapiens,45Y,Cancer cell line
CVCL_2574,LIM1215,Homo sapiens,34Y,Cancer cell line
CVCL_4434,LIM1863,Homo sapiens,74Y,Cancer cell line
CVCL_4435,LIM1899,Homo sapiens,Age unspecified,Cancer cell line
CVCL_4436,LIM2099,Homo sapiens,Age unspecified,Cancer cell line
CVCL_4437,LIM2405,Homo sapiens,Age unspecified,Cancer cell line
CVCL_4441,LIM2537,Homo sapiens,73Y,Cancer cell line
CVCL_4442,LIM2550,Homo sapiens,,Cancer cell line
CVCL_4443,LIM2551,Homo sapiens,,Cancer cell line
CVCL_4U68,Lipo-DUE1,Homo sapiens,36Y,Cancer cell line
CVCL_RL62,LiPSC-ER2.1,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_RL63,LiPSC-ER2.2,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_RL64,LiPSC-ER2.3,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_RL65,LiPSC-GR1.1,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_RL66,LiPSC-GR1.2,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_RL70,LiPSC-TR1.1,Homo sapiens,Age unspecified,Induced pluripotent stem cell
CVCL_0392,LN-18,Homo sapiens,61Y,Cancer cell line
CVCL_3954,LN-215,Homo sapiens,60Y,Cancer cell line
CVCL_S442,LN-2207,Homo sapiens,42Y,Cancer cell line
CVCL_0393,LN-229,Homo sapiens,60Y,Cancer cell line
CVCL_3957,LN-235,Homo sapiens,38Y,Cancer cell line
CVCL_S443,LN-2669,Homo sapiens,70Y,Cancer cell line
CVCL_0394,LN-308,Homo sapiens,60Y,Cancer cell line
CVCL_3958,LN-319,Homo sapiens,67Y,Cancer cell line
CVCL_3955,LN-340,Homo sapiens,57Y,Cancer cell line
CVCL_6839,LN-382T,Homo sapiens,67Y,Cancer cell line
CVCL_6840,LN-401,Homo sapiens,63Y,Cancer cell line
CVCL_1378,LN-405,Homo sapiens,61Y,Cancer cell line
CVCL_6841,LN-427,Homo sapiens,56Y,Cancer cell line
CVCL_3959,LN-428,Homo sapiens,48Y,Cancer cell line
CVCL_3960,LN-443,Homo sapiens,48Y,Cancer cell line
CVCL_3961,LN-444,Homo sapiens,48Y,Cancer cell line
CVCL_3962,LN-464,Homo sapiens,67Y,Cancer cell line
CVCL_6842,LN-71,Homo sapiens,67Y,Cancer cell line
CVCL_3964,LN-751,Homo sapiens,58Y,Cancer cell line
CVCL_6843,LN-827,Homo sapiens,72Y,Cancer cell line
CVCL_6845,LN-992,Homo sapiens,67Y,Cancer cell line
CVCL_0395,LNCaP,Homo sapiens,50Y,Cancer cell line
CVCL_1379,LNCaP clone FGC,Homo sapiens,50Y,Cancer cell line
CVCL_2581,LO68,Homo sapiens,57Y,Cancer cell line
CVCL_2104,LOU-NH91,Homo sapiens,64Y,Cancer cell line
CVCL_8259,Loukes,Homo sapiens,,Cancer cell line
CVCL_0399,LoVo,Homo sapiens,56Y,Cancer cell line
CVCL_1381,LOX-IMVI,Homo sapiens,58Y,Cancer cell line
CVCL_0012,LP-1,Homo sapiens,56Y,Cancer cell line
CVCL_1382,LS1034,Homo sapiens,54Y,Cancer cell line
CVCL_1383,LS123,Homo sapiens,65Y,Cancer cell line
CVCL_1384,LS174T,Homo sapiens,58Y,Cancer cell line
CVCL_6670,LS174T-HM7,Homo sapiens,58Y,Cancer cell line
CVCL_0397,LS180,Homo sapiens,58Y,Cancer cell line
